"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.037618496E2,1.304555655E0,2.822379112E0,-4.047002196E-1
1.037698443E2,1.197459221E0,3.298124313E0,-5.108892918E-2
1.037778406E2,1.010185480E0,3.697291374E0,-1.790051460E-1
1.037858364E2,7.736569643E-1,3.993366241E0,-5.732387900E-1
1.037938318E2,9.167972207E-1,4.312791824E0,-9.743337631E-1
1.038018272E2,1.140741587E0,4.746694565E0,-1.134081721E0
1.038098228E2,1.739983559E0,5.412661552E0,-1.522397280E0
1.038178490E2,2.093668461E0,5.884935379E0,-2.147433996E0
1.038258447E2,2.116731882E0,6.336373329E0,-2.684490442E0
1.038338407E2,2.165556431E0,6.719654083E0,-3.013986111E0
1.038418355E2,2.669562817E0,7.272525787E0,-3.002294064E0
1.038498309E2,3.446782112E0,7.849456787E0,-2.857445717E0
1.038578275E2,3.381092787E0,7.716251373E0,-1.698448181E0
1.038658223E2,2.822647333E0,7.160446167E0,7.081651688E-1
1.038738491E2,1.999712110E0,6.420707703E0,2.718888283E0
1.038818435E2,1.328784585E0,5.160080910E0,4.734852791E0
1.038898407E2,2.539545894E-1,3.838264465E0,5.786274910E0
1.038978350E2,-6.085606217E-1,2.519556999E0,5.637592316E0
1.039058312E2,-8.764519095E-1,1.703550339E0,5.176249504E0
1.039138266E2,-6.949690580E-1,9.138555527E-1,3.932775974E0
1.039218229E2,-1.624107361E-1,2.018156052E-1,2.883638859E0
1.039298488E2,4.161226153E-1,-4.186906815E-1,1.911331534E0
1.039378443E2,5.067789555E-1,-6.828908920E-1,4.954113960E-1
1.039458399E2,8.680286407E-1,-8.624954224E-1,-2.715075016E-1
1.039538359E2,1.300532937E0,-1.261051178E0,-7.507751584E-1
1.039618310E2,1.341760278E0,-1.614914894E0,-9.287526608E-1
1.039698276E2,1.355537653E0,-1.965165615E0,-1.035268307E0
1.039778228E2,1.307907104E0,-2.400880814E0,-1.133126616E0
1.039858486E2,1.209090233E0,-2.695095062E0,-1.146872282E0
1.039938440E2,1.147859335E0,-2.974748135E0,-1.075228691E0
1.040018400E2,9.861632586E-1,-3.218441010E0,-1.041816115E0
1.040098348E2,7.341166139E-1,-3.409609795E0,-1.017723918E0
1.040178311E2,4.283732176E-1,-3.704006195E0,-1.015024066E0
1.040258262E2,2.357624471E-1,-3.967525482E0,-1.019879580E0
1.040338216E2,8.224987984E-2,-4.164222240E0,-9.462748766E-1
1.040418478E2,7.627710700E-2,-4.605566025E0,-9.220207930E-1
1.040498444E2,2.880412340E-2,-4.831961632E0,-9.825426936E-1
1.040578394E2,-9.048682451E-2,-4.848149300E0,-8.190572262E-1
1.040658349E2,-2.387633920E-1,-4.721263885E0,-7.208090425E-1
1.040738312E2,-5.143901110E-1,-4.712316036E0,-7.450625300E-1
1.040818266E2,-8.047513962E-1,-4.476768494E0,-9.628414512E-1
1.040898223E2,-8.788164854E-1,-4.328145981E0,-1.130827785E0
1.040978479E2,-9.053528905E-1,-4.048445225E0,-1.381569624E0
1.041058432E2,-8.997898102E-1,-3.762224197E0,-1.808077574E0
1.041138387E2,-7.328188419E-1,-3.572293282E0,-2.154690266E0
1.041218349E2,-3.175327480E-1,-3.195911884E0,-2.628180981E0
1.041298301E2,3.081402183E-2,-2.606126308E0,-3.013727665E0
1.041378257E2,3.468422890E-1,-1.771409035E0,-3.313935757E0
1.041458220E2,5.016281009E-1,-1.021722794E0,-3.441180706E0
1.041538486E2,5.336967707E-1,-2.539730072E-1,-3.293936968E0
1.041618433E2,4.397896826E-1,4.840021133E-1,-3.110141039E0
1.041698396E2,4.521657228E-1,1.038764000E0,-2.687426090E0
1.041778353E2,5.709675550E-1,1.565660477E0,-1.753309011E0
1.041858308E2,8.483930826E-1,2.081023216E0,-1.338731647E0
1.041938261E2,1.008940101E0,2.595420837E0,-1.002862453E0
1.042018221E2,1.520448685E0,3.068107605E0,-7.740771174E-1
1.042098474E2,1.835682511E0,3.510262489E0,-8.930857182E-1
1.042178431E2,1.792656422E0,3.915213585E0,-1.269886017E0
1.042258391E2,1.659897208E0,4.280730247E0,-1.318310261E0
1.042338348E2,1.052375078E0,4.707500458E0,-1.067262173E0
1.042418299E2,3.260738552E-1,4.972848892E0,-7.433282733E-1
1.042498253E2,-1.561564505E-1,5.025627136E0,-5.991495252E-1
1.042578216E2,-6.947042346E-1,5.068565369E0,-5.221055150E-1
1.042658478E2,-1.149693131E0,5.170218468E0,-7.349807620E-1
1.042738431E2,-1.374211311E0,5.299543381E0,-1.007099152E0
1.042818395E2,-1.449121237E0,5.451900482E0,-1.395694494E0
1.042898346E2,-1.542245746E0,5.570784569E0,-1.451974630E0
1.042978297E2,-1.643511534E0,5.431652069E0,-8.946809173E-1
1.043058253E2,-2.139255524E0,5.267189980E0,2.389298677E-1
1.043138220E2,-2.247184753E0,5.179883003E0,1.191410542E0
1.043218475E2,-2.110394001E0,4.597093582E0,2.653924465E0
1.043298432E2,-2.284837246E0,3.831720352E0,3.419530392E0
1.043378384E2,-2.267273664E0,2.895200729E0,3.976558685E0
1.043458346E2,-2.054255724E0,2.035721779E0,4.171403885E0
1.043538298E2,-1.689263344E0,1.284095764E0,3.853923798E0
1.043618257E2,-1.443654537E0,6.859521866E-1,2.904656410E0
1.043698215E2,-1.349890471E0,2.421274185E-1,1.989464164E0
1.043778470E2,-1.196521521E0,-3.169679642E-1,1.071509361E0
1.043858433E2,-1.085786819E0,-7.869653702E-1,4.443985224E-1
1.043938390E2,-9.377975464E-1,-1.256093979E0,1.751595736E-1
1.044018342E2,-8.479632735E-1,-1.769804001E0,5.270051956E-2
1.044098292E2,-6.468254328E-1,-2.290030956E0,1.573042870E-1
1.044178255E2,-4.376902580E-1,-2.830680370E0,2.960025072E-1
1.044258511E2,-2.393519282E-1,-3.382610321E0,4.481230974E-1
1.044338474E2,-7.588696480E-2,-3.784849167E0,3.608101606E-1
1.044418424E2,1.971096396E-1,-4.099675655E0,-5.669832230E-3
1.044498391E2,3.418428004E-1,-4.386149883E0,-2.890455127E-1
1.044578336E2,4.905086160E-1,-4.691998482E0,-6.505722404E-1
1.044658299E2,6.101477742E-1,-4.837397099E0,-1.118363500E0
1.044738250E2,7.815966606E-1,-4.929871559E0,-1.352115512E0
1.044818515E2,8.901761770E-1,-5.029228210E0,-1.488700151E0
1.044898463E2,9.769357443E-1,-5.137720585E0,-1.658686638E0
1.044978432E2,1.067555428E0,-5.200259209E0,-1.853167057E0
1.045058380E2,1.128821135E0,-5.288528442E0,-1.623455763E0
1.045138342E2,1.090953350E0,-5.364654064E0,-1.528506041E0
1.045218297E2,1.108916879E0,-5.392850876E0,-1.687152863E0
1.045298260E2,1.071272850E0,-5.277225971E0,-1.712211967E0
1.045378510E2,9.179563522E-1,-5.099209785E0,-1.594001174E0
1.045458470E2,6.867794394E-1,-4.801392555E0,-1.478295088E0
1.045538423E2,5.224847794E-1,-4.472354412E0,-1.600437880E0
1.045618381E2,5.181774497E-1,-4.066493988E0,-1.645712614E0
1.045698335E2,6.842509508E-1,-3.497520924E0,-1.708251834E0
1.045778297E2,9.979217052E-1,-2.959278584E0,-1.991923213E0
1.045858243E2,1.300638795E0,-2.281490803E0,-2.166099072E0
1.045938514E2,1.390119553E0,-1.622072220E0,-2.178445816E0
1.046018473E2,1.244337797E0,-8.971605301E-1,-2.206836700E0
1.046098424E2,9.451257586E-1,-8.986377716E-2,-1.633196354E0
1.046178375E2,7.393334508E-1,6.104135513E-1,-1.207208991E0
1.046258335E2,8.104915619E-1,1.493263245E0,-7.913508415E-1
1.046338292E2,9.293018579E-1,2.208860397E0,-4.206423759E-1
1.046418249E2,1.015281320E0,2.924402237E0,2.278292179E-2
1.046498508E2,1.000574589E0,3.524230003E0,2.992805243E-1
1.046578465E2,8.776142597E-1,4.016436577E0,5.872142315E-1
1.046658425E2,7.255059481E-1,4.530647278E0,8.300439119E-1
1.046738367E2,6.387141943E-1,4.960435867E0,6.145838499E-1
1.046818336E2,6.094012260E-1,5.362659454E0,5.591098070E-1
1.046898293E2,6.885401607E-1,5.667326927E0,1.664495468E-1
1.046978244E2,8.855334520E-1,5.924793243E0,-1.977934837E-1
1.047061927E2,1.172227859E0,6.362694740E0,-6.637006402E-1
1.047138460E2,1.788188934E0,6.562486649E0,-9.839870930E-1
1.047218419E2,2.539155006E0,7.073238373E0,-1.560015917E0
1.047298382E2,3.410924911E0,7.601314545E0,-1.929748178E0
1.047378336E2,4.000967503E0,7.994123459E0,-2.123553991E0
1.047458285E2,4.251368999E0,8.070320129E0,-1.793664455E0
1.047538239E2,4.195305347E0,7.770497322E0,-9.194003344E-1
1.047618507E2,3.494348764E0,7.111298561E0,3.783657551E-1
1.047698461E2,2.570526600E0,6.293194771E0,2.133160114E0
1.047778418E2,1.746796608E0,5.359840393E0,2.841695786E0
1.047858369E2,7.735387683E-1,3.910265923E0,3.348073483E0
1.047938329E2,1.523207128E-1,2.774543762E0,3.147887230E0
1.048018291E2,-5.721813440E-2,1.596418381E0,2.756493092E0
1.048098242E2,7.221335173E-2,6.418771744E-1,2.454171181E0
1.048178507E2,3.298062682E-1,1.907539368E-2,1.913338900E0
1.048258455E2,7.618077397E-1,-7.408657074E-1,1.355337501E0
1.048338415E2,1.122074604E0,-1.364548683E0,7.589011192E-1
1.048418376E2,1.294761419E0,-1.722309589E0,3.539758921E-1
1.048498335E2,1.229259133E0,-2.129971981E0,1.553560495E-1
1.048578289E2,1.084304690E0,-2.539791584E0,1.484680176E-2
1.048658237E2,9.335021973E-1,-3.047639370E0,-1.292085648E-1
1.048738499E2,6.630357504E-1,-3.490077019E0,-3.317366242E-1
1.048818455E2,4.774174988E-1,-3.779881001E0,-4.770183563E-1
1.048898416E2,2.771610022E-1,-4.096682549E0,-6.855384111E-1
1.048978373E2,1.680598557E-1,-4.389641762E0,-8.502934575E-1
1.049058320E2,5.735206604E-2,-4.730500221E0,-9.908311963E-1
1.049138283E2,-5.940014124E-2,-5.044964790E0,-1.098086953E0
1.049218237E2,5.524456501E-3,-5.325787067E0,-1.184231400E0
1.049298506E2,-2.689495683E-2,-5.472335339E0,-1.299916506E0
1.049378465E2,-1.353058517E-1,-5.518128872E0,-1.304090023E0
1.049458407E2,-2.801857591E-1,-5.436843872E0,-1.245006561E0
1.049538361E2,-3.809138238E-1,-5.269235134E0,-1.158373952E0
1.049618324E2,-5.096501112E-1,-5.022559166E0,-1.134431362E0
1.049698273E2,-6.059117913E-1,-4.737470627E0,-1.051340342E0
1.049778241E2,-7.414267659E-1,-4.540874481E0,-1.095657587E0
1.049858491E2,-7.969115376E-1,-4.420802593E0,-1.068700075E0
1.049938455E2,-7.748005390E-1,-4.267176628E0,-1.216355562E0
1.050018412E2,-6.312782168E-1,-4.089570045E0,-1.401834249E0
1.050098371E2,-4.463504255E-1,-3.705943584E0,-1.680901527E0
1.050178328E2,-2.715969384E-1,-3.329254150E0,-2.016735554E0
1.050258279E2,-1.036503464E-1,-2.731848240E0,-2.273260593E0
1.050338230E2,1.221767813E-2,-1.975812435E0,-2.362118483E0
1.050418495E2,6.865275651E-2,-1.415479660E0,-2.334008217E0
1.050498446E2,7.765191048E-2,-8.450241089E-1,-2.147305489E0
1.050578402E2,6.171769276E-2,-4.656105042E-1,-1.786803961E0
1.050658359E2,8.087378740E-2,3.869915009E-2,-1.423318982E0
1.050738323E2,1.840383261E-1,5.647382736E-1,-1.231047630E0
1.050818280E2,3.292037547E-1,1.069266319E0,-1.148181677E0
1.050898231E2,2.811960280E-1,1.842052460E0,-1.151222944E0
1.050978495E2,1.759579629E-1,2.600370407E0,-1.179934621E0
1.051058452E2,2.429711819E-2,3.255637169E0,-1.167117238E0
1.051138413E2,-1.243002415E-1,3.978871346E0,-1.085446119E0
1.051218364E2,-3.040507734E-1,4.420645714E0,-1.079527140E0
1.051298327E2,-3.806601167E-1,4.793405533E0,-1.336335182E0
1.051378281E2,-4.936076999E-1,5.087428093E0,-1.670029879E0
1.051458226E2,-6.309155226E-1,5.396243095E0,-2.163529873E0
1.051538493E2,-7.616962790E-1,5.765789032E0,-2.756278515E0
1.051618456E2,-9.903912544E-1,6.194191933E0,-3.032943249E0
1.051698405E2,-1.386544824E0,6.705828667E0,-2.938451290E0
1.051778368E2,-1.859522820E0,6.985092163E0,-2.283909798E0
1.051858321E2,-2.190351009E0,7.048215866E0,-1.500330329E0
1.051938282E2,-2.232392788E0,6.825604439E0,-2.731430531E-1
1.052018232E2,-1.748200178E0,6.450811386E0,6.865794659E-1
1.052098498E2,-9.876852632E-1,5.865822792E0,1.613084555E0
1.052178452E2,-2.705870271E-1,5.424016953E0,2.302925110E0
1.052258399E2,-3.010296226E-1,4.446952820E0,2.579087257E0
1.052338359E2,-1.811175346E-1,2.974342346E0,3.256739616E0
1.052418317E2,-2.517620325E-1,2.032349586E0,3.524763584E0
1.052498270E2,-5.471771955E-2,8.208246231E-1,3.316834450E0
1.052578234E2,-1.301288605E-3,9.140491486E-2,2.690497875E0
1.052658495E2,-1.918480396E-1,-2.201728821E-1,1.670124173E0
1.052738443E2,-3.457441330E-1,-7.475147247E-1,8.121399879E-1
1.052818409E2,-5.396586061E-1,-1.110727310E0,8.962357044E-2
1.052898360E2,-5.776651502E-1,-1.449806213E0,-4.416115284E-1
1.052978314E2,-3.773772717E-1,-1.761329174E0,-7.461370230E-1
1.053058274E2,-2.775899172E-1,-2.111954212E0,-6.128169298E-1
1.053138529E2,-1.242750287E-1,-2.571115971E0,-2.642816305E-1
1.053218493E2,-9.885334969E-2,-3.017133713E0,2.204442024E-1
1.053298441E2,-1.740435958E-1,-3.508742332E0,6.938917637E-1
1.053378400E2,-1.407396793E-1,-4.073474884E0,9.562965631E-1
1.053458355E2,-7.811087370E-2,-4.558492661E0,1.055453062E0
1.053538309E2,1.259506941E-1,-4.968739033E0,8.392869234E-1
1.053618266E2,3.870669007E-1,-5.143749237E0,4.012467861E-1
1.053698229E2,6.072479486E-1,-5.267465591E0,-1.380950212E-1
1.053778485E2,7.367332578E-1,-5.389602184E0,-6.734557748E-1
1.053858445E2,8.596254587E-1,-5.454244614E0,-1.178476214E0
1.053938402E2,1.053275108E0,-5.360189915E0,-1.578137875E0
1.054018358E2,1.122294903E0,-5.291479588E0,-1.668715954E0
1.054098325E2,1.222058296E0,-5.276829720E0,-1.788635254E0
1.054178267E2,1.301945448E0,-5.160530567E0,-1.860430360E0
1.054258528E2,1.343082309E0,-4.995409489E0,-1.742191553E0
1.054338482E2,1.383696079E0,-4.781661987E0,-1.600524426E0
1.054418439E2,1.400026560E0,-4.493120670E0,-1.386436820E0
1.054498405E2,1.514770269E0,-4.201921463E0,-1.413255215E0
1.054578356E2,1.744522691E0,-3.769126415E0,-1.685276628E0
1.054658304E2,1.750782013E0,-3.227927685E0,-1.924652934E0
1.054738264E2,1.612652302E0,-2.482239246E0,-2.127319574E0
1.054818532E2,1.375397444E0,-1.701637268E0,-2.319018126E0
1.054898489E2,1.164691687E0,-9.770431519E-1,-2.335868359E0
1.054978443E2,8.406555653E-1,-2.315740585E-1,-2.108757496E0
1.055058400E2,5.643266439E-1,3.355951309E-1,-1.662518263E0
1.055138350E2,3.146916926E-1,9.084033966E-1,-1.017714620E0
1.055218305E2,6.718724966E-2,1.493208885E0,-3.865086436E-1
1.055298268E2,-4.542338848E-2,2.029530525E0,1.061526537E-1
1.055378523E2,7.538354397E-2,2.607139587E0,4.263076782E-1
1.055458480E2,4.015681744E-1,3.201913834E0,5.513327122E-1
1.055538438E2,9.644899368E-1,4.092532158E0,5.554699898E-1
1.055618391E2,1.485717535E0,4.913192749E0,3.972463608E-1
1.055698355E2,1.792355537E0,5.493729591E0,1.935714483E-1
1.055778308E2,1.840135574E0,6.071365356E0,-9.156179428E-2
1.055858263E2,1.679723740E0,6.356494904E0,-6.599123478E-1
1.055938524E2,1.541391611E0,6.531236649E0,-1.360294700E0
1.056018481E2,1.698655844E0,6.718273163E0,-2.098634243E0
1.056098433E2,1.924483418E0,7.169707298E0,-2.858810663E0
1.056178398E2,2.227129459E0,7.821703911E0,-3.323582888E0
1.056258344E2,2.201024055E0,8.291879654E0,-3.160978794E0
1.056338303E2,1.669891119E0,8.350553513E0,-2.174508572E0
1.056418267E2,1.004943252E0,7.542824745E0,-5.779068470E-1
1.056498528E2,3.803330660E-1,6.454063416E0,1.317119002E0
1.056578479E2,-1.221143603E-1,4.908018112E0,3.331523657E0
1.056658445E2,-5.825263858E-1,3.624090195E0,4.753146172E0
1.056738387E2,-6.044971943E-1,2.213070869E0,5.702569485E0
1.056818350E2,-4.445596933E-1,1.520285606E0,5.112582207E0
1.056898304E2,-5.529147387E-2,9.658927917E-1,4.721070290E0
1.056978264E2,5.666707754E-1,1.195478439E-1,3.190827370E0
1.057058520E2,1.061365604E0,-4.803409576E-1,1.769136786E0
1.057138473E2,1.396500349E0,-9.756069183E-1,3.082797527E-1
1.057218446E2,1.704029322E0,-1.412801743E0,-8.352432251E-1
1.057298382E2,1.757224917E0,-1.712062836E0,-1.591256857E0
1.057378344E2,1.574750662E0,-1.968881607E0,-2.190816641E0
1.057458299E2,1.399049044E0,-2.197392464E0,-2.498059511E0
1.057538255E2,1.161297202E0,-2.357368946E0,-2.501666069E0
1.057618514E2,8.831003904E-1,-2.515670776E0,-2.085765839E0
1.057698481E2,7.080159783E-1,-2.667795181E0,-1.757422447E0
1.057778438E2,6.517877579E-1,-2.818869114E0,-1.425668836E0
1.057858394E2,5.477593541E-1,-3.129620552E0,-1.040420413E0
1.057938343E2,4.933638871E-1,-3.320296288E0,-3.519383669E-1
1.058018302E2,4.898538589E-1,-3.491621971E0,6.005036831E-2
1.058098250E2,4.867573380E-1,-3.675044060E0,5.645704269E-1
1.058178512E2,4.959471822E-1,-3.990691185E0,9.663743973E-1
1.058258472E2,4.241997600E-1,-4.362460136E0,1.049466372E0
1.058338432E2,3.531233072E-1,-4.617938519E0,9.956431389E-1
1.058418392E2,2.785480022E-1,-4.807587147E0,5.962737799E-1
1.058498344E2,2.169374079E-1,-4.864017963E0,-3.632688522E-2
1.058578297E2,1.351539344E-1,-4.959097385E0,-6.403595209E-1
1.058658254E2,8.660167456E-3,-4.951199532E0,-1.276590586E0
1.058738519E2,-1.491797566E-1,-4.923766613E0,-1.671120644E0
1.058818470E2,-1.046870351E-1,-4.811901569E0,-1.944407463E0
1.058898433E2,-6.603956223E-2,-4.603619576E0,-2.180909634E0
1.058978381E2,3.137412667E-2,-4.337238312E0,-2.258826971E0
1.059058338E2,8.189816773E-2,-3.924296379E0,-2.337649345E0
1.059138302E2,1.740525067E-1,-3.518196583E0,-2.293484449E0
1.059218255E2,2.384618670E-1,-2.980226040E0,-2.251622677E0
1.059298510E2,3.949137330E-1,-2.492440224E0,-2.206100225E0
1.059378468E2,5.601724386E-1,-1.765196323E0,-2.105824947E0
1.059458425E2,8.019041419E-1,-1.009252548E0,-2.208449364E0
1.059538388E2,1.013341069E0,-3.705539703E-1,-2.270629644E0
1.059618342E2,1.119303465E0,4.025239944E-1,-2.270791531E0
1.059698292E2,1.365518570E0,1.010878563E0,-2.198704958E0
1.059778252E2,1.437802434E0,1.933513641E0,-2.355115891E0
1.059858506E2,1.362077951E0,2.962044716E0,-2.253039122E0
1.059938472E2,1.170766592E0,3.731914520E0,-2.034506798E0
1.060018431E2,9.604030848E-1,4.555769920E0,-1.751449108E0
1.060098377E2,7.178272605E-1,5.338406563E0,-1.302603483E0
1.060178336E2,7.305429578E-1,6.162602425E0,-5.309920311E-1
1.060258299E2,7.409743071E-1,6.807563782E0,8.808279037E-2
1.060338242E2,6.369514465E-1,7.215229988E0,2.896195650E-1
1.060418516E2,4.305419028E-1,7.557770729E0,1.254792213E-1
1.060498470E2,1.342421770E-2,8.041447639E0,-2.926648259E-1
1.060578420E2,-6.409988999E-1,8.408443451E0,-8.112188578E-1
1.060658378E2,-1.417226195E0,8.472728729E0,-1.027424693E0
1.060738337E2,-1.798318982E0,8.110043526E0,-8.198819160E-1
1.060818294E2,-1.758051634E0,7.310935974E0,2.832353115E-2
1.060898251E2,-1.364659548E0,6.345540047E0,8.527507782E-1
1.060978503E2,-7.227294445E-1,5.351946831E0,1.653333664E0
1.061058467E2,-3.332411647E-1,3.924523354E0,2.348448753E0
1.061138417E2,-8.307468891E-2,2.646644592E0,2.591224909E0
1.061218371E2,2.286463976E-2,1.354950905E0,2.702884197E0
1.061298332E2,-6.802010536E-2,2.666883469E-1,2.576420069E0
1.061378292E2,-3.054540753E-1,-5.676164627E-1,2.389130116E0
1.061458252E2,-5.854786038E-1,-1.165119171E0,2.003458023E0
1.061538508E2,-7.994001508E-1,-1.391299248E0,1.514524817E0
1.061618467E2,-9.067754745E-1,-1.580892563E0,9.988683462E-1
1.061698421E2,-1.021026611E0,-1.948860645E0,5.924438238E-1
1.061778378E2,-1.071452141E0,-2.293480873E0,3.778470755E-1
1.061858342E2,-1.008860350E0,-2.716941833E0,3.105032444E-1
1.061938289E2,-8.315924406E-1,-3.127939701E0,2.932459116E-1
1.062018234E2,-6.569530368E-1,-3.532124996E0,2.010679245E-1
1.062098517E2,-4.220663309E-1,-3.958714962E0,1.562186480E-1
1.062178463E2,-2.540546656E-1,-4.282986164E0,1.464760303E-2
1.062258413E2,-1.506626606E-3,-4.698364735E0,-1.154985428E-1
1.062338373E2,2.451341003E-1,-4.939036846E0,-3.827753067E-1
1.062418327E2,4.274162650E-1,-5.179703712E0,-7.656255364E-1
1.062498293E2,5.914406180E-1,-5.377092361E0,-1.056722641E0
1.062578248E2,6.918976307E-1,-5.468676567E0,-1.293867826E0
1.062658500E2,7.169489264E-1,-5.430353165E0,-1.530963421E0
1.062738460E2,7.182316780E-1,-5.367324829E0,-1.482289672E0
1.062818414E2,6.633523107E-1,-5.234220028E0,-1.384668708E0
1.062898374E2,6.657962799E-1,-5.079251766E0,-1.312912703E0
1.062978328E2,7.322589755E-1,-4.950617313E0,-1.355850577E0
1.063058279E2,8.365073204E-1,-4.618597507E0,-1.543546915E0
1.063138242E2,1.007904768E0,-4.274662495E0,-1.653603077E0
1.063218498E2,1.215740561E0,-3.791757107E0,-1.849940538E0
1.063298455E2,1.369633794E0,-3.241492748E0,-1.983306766E0
1.063378421E2,1.434372663E0,-2.717000008E0,-2.105937719E0
1.063458375E2,1.508662939E0,-2.131909847E0,-2.118780851E0
1.063538329E2,1.428469181E0,-1.627259254E0,-2.193527699E0
1.063618282E2,1.102124691E0,-1.097719193E0,-2.007130623E0
1.063698547E2,8.021214008E-1,-6.939783096E-1,-1.640026331E0
1.063778498E2,4.529824257E-1,-2.870187759E-1,-1.516380668E0
1.063858458E2,1.318877637E-1,1.827764511E-1,-1.055307508E0
1.063938409E2,-4.966026545E-2,6.576242447E-1,-6.398183107E-1
1.064018367E2,-1.376652122E-1,1.149083138E0,-3.529151082E-1
1.064098320E2,-2.085375786E-2,1.726184845E0,-1.560691595E-1
1.064178286E2,6.761777401E-2,2.314136505E0,-1.147626638E-1
1.064258539E2,1.652314365E-1,3.147460938E0,-3.555927277E-1
1.064338500E2,2.356390655E-1,3.887310028E0,-5.995113850E-1
1.064418456E2,3.878614306E-1,4.519993782E0,-6.693786979E-1
1.064498417E2,6.144310236E-1,5.073843956E0,-5.702653527E-1
1.064578374E2,8.608577251E-1,5.352279663E0,-2.015438080E-1
1.064658330E2,9.786701202E-1,5.558471680E0,-9.812140465E-2
1.064738285E2,8.710459471E-1,5.763841629E0,-2.946375608E-1
1.064818550E2,7.007197142E-1,5.853337288E0,-6.488636732E-1
1.064898500E2,9.386349916E-1,5.841307640E0,-1.383475065E0
1.064978454E2,1.258138895E0,6.006282806E0,-2.130649567E0
1.065058408E2,1.915038586E0,6.452133179E0,-2.909042835E0
1.065138371E2,2.598685026E0,6.907013893E0,-3.360338688E0
1.065218319E2,3.099623919E0,7.151074409E0,-3.233665705E0
1.065298276E2,3.302718878E0,6.911355972E0,-2.427693844E0
1.065378543E2,3.191663504E0,6.352894783E0,-8.943845630E-1
1.065458497E2,2.633735180E0,5.398442268E0,6.967599392E-1
1.065538452E2,1.829002142E0,4.151926994E0,2.338499069E0
1.065618412E2,1.097795606E0,3.040244102E0,3.277046204E0
1.065698363E2,2.210213840E-1,1.858878136E0,3.666012287E0
1.065778319E2,-3.019582927E-1,9.521865845E-1,3.743175507E0
1.065858274E2,-2.947225273E-1,2.529821396E-1,3.224169731E0
1.065938536E2,-1.473575830E-1,-6.133174896E-2,1.475259662E0
1.066018487E2,1.182346046E-1,-4.656362534E-1,6.854482889E-1
1.066098447E2,4.446390271E-1,-9.155941010E-1,-2.346159220E-1
1.066178412E2,7.355494499E-1,-1.194705963E0,-8.607242703E-1
1.066258364E2,9.617853165E-1,-1.455761909E0,-1.112275004E0
1.066338318E2,1.006742001E0,-1.923696518E0,-1.119892478E0
1.066418281E2,8.869889975E-1,-2.338016987E0,-9.793331623E-1
1.066498543E2,7.884828448E-1,-2.823651314E0,-7.738016844E-1
1.066578499E2,7.446776032E-1,-3.170137882E0,-4.042997956E-1
1.066658456E2,6.838883162E-1,-3.449657917E0,-2.487268448E-1
1.066738411E2,6.366055012E-1,-3.631405354E0,-2.209078074E-1
1.066818358E2,6.665812731E-1,-3.780059814E0,-4.643423557E-1
1.066898306E2,6.522881985E-1,-3.873915672E0,-8.052940369E-1
1.066978273E2,5.193887949E-1,-3.895952225E0,-9.969242811E-1
1.067058537E2,3.361784220E-1,-3.951331139E0,-1.144033194E0
1.067138494E2,2.292274237E-1,-4.063820839E0,-1.181283116E0
1.067218480E2,1.606400013E-1,-4.164010048E0,-1.151600599E0
1.067298428E2,7.840368152E-2,-4.280679703E0,-1.030560613E0
1.067378390E2,-2.370586991E-2,-4.354109764E0,-9.437345266E-1
1.067458342E2,-1.241497397E-1,-4.456168175E0,-8.884066343E-1
1.067538292E2,-2.709071040E-1,-4.503137112E0,-7.920733690E-1
1.067618548E2,-4.172682166E-1,-4.504743099E0,-8.378753066E-1
1.067698515E2,-5.592008829E-1,-4.439492702E0,-9.727046490E-1
1.067778463E2,-6.741730571E-1,-4.415154457E0,-1.232268572E0
1.067858422E2,-7.647764683E-1,-4.323849201E0,-1.330563545E0
1.067938379E2,-7.023271322E-1,-4.009831429E0,-1.587261081E0
1.068018340E2,-5.534319878E-1,-3.585422993E0,-1.752998114E0
1.068098294E2,-2.557757497E-1,-3.029053211E0,-1.942932606E0
1.068178549E2,1.669654548E-1,-2.371745586E0,-2.182095051E0
1.068258516E2,5.365205407E-1,-1.809782505E0,-2.255387068E0
1.068338460E2,8.281602859E-1,-1.175455093E0,-2.302891731E0
1.068418432E2,8.947771788E-1,-7.369174957E-1,-2.243194580E0
1.068498386E2,9.702366590E-1,-3.959331512E-1,-1.595937729E0
1.068578331E2,9.632909298E-1,3.408718109E-2,-1.317037702E0
1.068658288E2,8.328367472E-1,4.042949677E-1,-1.112482548E0
1.068738549E2,5.344786644E-1,8.532524109E-1,-9.912106395E-1
1.068818510E2,4.707100689E-1,1.263606071E0,-9.768524170E-1
1.068898461E2,3.724499047E-1,2.154728889E0,-7.541443110E-1
1.068978420E2,1.138151810E-1,3.277482033E0,-6.137602329E-1
1.069058381E2,-2.083740234E-1,4.196954727E0,-5.209288597E-1
1.069138329E2,-4.187824428E-1,5.023579597E0,-6.055296063E-1
1.069218289E2,-4.280009568E-1,5.505417824E0,-8.883470297E-1
1.069298557E2,-3.432183862E-1,5.824398041E0,-1.407380342E0
1.069378511E2,-3.216182590E-1,5.942272186E0,-2.268429518E0
1.069458461E2,-3.483765125E-1,6.048566818E0,-3.025064945E0
1.069538419E2,-4.318833351E-1,6.419250488E0,-3.338350296E0
1.069618376E2,-6.878371835E-1,6.880063057E0,-3.526239872E0
