"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.504185828E1,6.846455932E-1,-1.392136574E0,-1.298472643E0
6.504985370E1,7.018275857E-1,-1.053297043E0,-8.765419722E-1
6.505784919E1,7.827042937E-1,-7.689237595E-1,-5.359498858E-1
6.506584523E1,9.279532433E-1,-4.719915390E-1,-7.764905691E-2
6.507384119E1,9.604675174E-1,-9.788227081E-2,3.848591745E-1
6.508183638E1,9.869516492E-1,1.688661575E-1,8.866139650E-1
6.508983172E1,9.447904825E-1,3.880138397E-1,1.299670458E0
6.509785799E1,8.486135602E-1,6.213808060E-1,1.624205589E0
6.510585395E1,7.295357585E-1,8.350028992E-1,1.911478519E0
6.511384968E1,4.018920660E-1,1.217755318E0,1.996740341E0
6.512184510E1,2.267885208E-2,1.609064102E0,1.936244726E0
6.512984113E1,-3.288822174E-1,2.112468719E0,1.808365822E0
6.513783655E1,-4.345288277E-1,2.544681549E0,1.615328550E0
6.514583166E1,-2.961227894E-1,2.989844322E0,1.507268548E0
6.515385885E1,-1.112176180E-1,3.287397385E0,1.311151028E0
6.516185420E1,-3.855383396E-2,3.578974724E0,9.321674109E-1
6.516984962E1,7.622134686E-2,3.836155891E0,3.178776205E-1
6.517784535E1,2.470803261E-1,4.016305923E0,-2.024532557E-1
6.518584084E1,5.200320482E-1,4.210973740E0,-7.549538612E-1
6.519383688E1,7.695351839E-1,4.339405060E0,-1.214997172E0
6.520183230E1,1.040842295E0,4.224749565E0,-1.467617035E0
6.520985780E1,1.239196897E0,3.965365410E0,-1.419595599E0
6.521785330E1,1.397240758E0,3.534814835E0,-1.132594109E0
6.522584933E1,1.397130609E0,3.002480507E0,-5.412591100E-1
6.523384529E1,1.369118214E0,2.346595764E0,-3.666645288E-2
6.524184079E1,1.401941895E0,1.913845062E0,4.302952290E-1
6.524983675E1,1.471358895E0,1.423891068E0,7.463824749E-1
6.525783224E1,1.374007702E0,1.017841339E0,8.879716992E-1
6.526585897E1,1.224074841E0,5.925350189E-1,8.772008419E-1
6.527385385E1,1.077352166E0,2.194242477E-1,6.980500221E-1
6.528184920E1,9.998301864E-1,-1.543941498E-1,4.630647302E-1
6.528984493E1,8.495213389E-1,-5.601606369E-1,4.212009907E-2
6.529784073E1,6.224053502E-1,-8.232784271E-1,-2.671679854E-1
6.530583700E1,3.897629976E-1,-1.118792534E0,-6.019458771E-1
6.531383211E1,3.228082657E-1,-1.413255692E0,-7.239870429E-1
6.532185861E1,2.910230160E-1,-1.591460228E0,-7.273620963E-1
6.532985341E1,3.516981602E-1,-1.873241425E0,-7.106119990E-1
6.533784945E1,4.746406674E-1,-2.179419041E0,-6.254226565E-1
6.534584587E1,7.185083628E-1,-2.445190430E0,-5.067092180E-1
6.535384098E1,9.748582244E-1,-2.677576065E0,-3.266898692E-1
6.536183694E1,1.217871308E0,-2.845518112E0,-2.605751753E-1
6.536986221E1,1.485564590E0,-3.044608593E0,-3.311251998E-1
6.537785894E1,1.651216984E0,-3.135740280E0,-5.258861780E-1
6.538585397E1,1.772748232E0,-3.193012238E0,-8.008043766E-1
6.539384978E1,1.744603872E0,-3.199321270E0,-1.119490385E0
6.540184489E1,1.598116398E0,-3.142571449E0,-1.316370249E0
6.540984116E1,1.421565771E0,-2.972484112E0,-1.433278084E0
6.541783719E1,1.138521671E0,-2.791987896E0,-1.547358036E0
6.542586254E1,8.574521542E-1,-2.642008781E0,-1.550540805E0
6.543385734E1,6.101875305E-1,-2.491609573E0,-1.428469896E0
6.544185392E1,4.167129993E-1,-2.353087425E0,-1.210282326E0
6.544984964E1,2.133193612E-1,-2.269868374E0,-1.080448985E0
6.545784537E1,4.645043612E-2,-2.156079769E0,-1.034444213E0
6.546584118E1,-2.242225409E-2,-1.975961685E0,-1.049569249E0
6.547383629E1,-1.734811068E-2,-1.631297112E0,-1.112059355E0
6.548186271E1,-2.600175142E-2,-1.289493561E0,-1.234710217E0
6.548985851E1,3.620898724E-2,-8.832731247E-1,-1.459995985E0
6.549785363E1,7.195723057E-2,-4.363431931E-1,-1.593518972E0
6.550585051E1,2.664154768E-2,4.191017151E-2,-1.625334501E0
6.551384478E1,7.705086470E-2,4.174318314E-1,-1.592348695E0
6.552184135E1,1.492328644E-1,7.476882935E-1,-1.434645295E0
6.552983685E1,2.742570639E-1,1.094703674E0,-1.144155979E0
6.553786273E1,4.479705095E-1,1.471432686E0,-8.074223399E-1
6.554585838E1,5.686959028E-1,1.830973625E0,-5.625298619E-1
6.555385442E1,6.602337956E-1,2.121551514E0,-4.662888944E-1
6.556185076E1,7.716588378E-1,2.262629509E0,-6.404577494E-1
6.556984533E1,7.641708255E-1,2.431303978E0,-1.148817539E0
6.557784068E1,4.721340239E-1,2.795400620E0,-1.784264803E0
6.558583641E1,1.111578941E-1,3.167337418E0,-2.174299240E0
6.559386298E1,-2.892687321E-1,3.690726280E0,-2.539574623E0
6.560185748E1,-5.746890306E-1,4.092547417E0,-2.938425541E0
6.560985351E1,-1.295164347E0,4.894653320E0,-3.009220362E0
6.561784947E1,-1.875014782E0,5.601276398E0,-2.804913044E0
6.562584528E1,-2.033555984E0,5.951356888E0,-2.216154575E0
6.563384131E1,-1.636603713E0,5.846748352E0,-1.238024950E0
6.564183604E1,-1.102165699E0,5.287506104E0,-4.888245761E-1
6.564986262E1,-4.409181476E-1,4.498616219E0,2.098170519E-1
6.565785888E1,1.565331221E-2,3.609322548E0,7.728899121E-1
6.566585407E1,2.139083743E-1,2.911637306E0,1.033600807E0
6.567384980E1,2.832262516E-1,2.261755943E0,1.239942789E0
6.568184522E1,1.160164475E-1,1.781639099E0,1.299735785E0
6.568984033E1,-1.165169477E-1,1.377779007E0,1.281514525E0
6.569783598E1,-4.679692984E-1,1.016479492E0,1.149632454E0
6.570586225E1,-6.910634041E-1,6.496868134E-1,1.068557978E0
6.571385821E1,-7.134975195E-1,2.507753372E-1,1.249582648E0
6.572185394E1,-6.008536816E-1,-8.728981018E-2,1.401698112E0
6.572984944E1,-3.931632638E-1,-3.956222534E-1,1.439404964E0
6.573784486E1,-1.092267036E-1,-7.437105179E-1,1.225377560E0
6.574584151E1,1.476150155E-1,-1.059220314E0,7.927841544E-1
6.575383662E1,4.461059272E-1,-1.365482330E0,2.086544633E-1
6.576186312E1,8.386549354E-1,-1.673876762E0,-1.822486520E-1
6.576985762E1,1.142450929E0,-1.988830090E0,-3.425274789E-1
6.577785427E1,1.385360956E0,-2.370161057E0,-4.796826243E-1
6.578584876E1,1.548196197E0,-2.633331776E0,-3.690858185E-1
6.579384603E1,1.570384502E0,-2.883658409E0,-2.346323431E-1
6.580184084E1,1.409059763E0,-3.025434017E0,-1.352969408E-1
6.580983618E1,1.126655817E0,-3.159481049E0,-6.982582808E-2
6.581786275E1,7.717633247E-1,-3.262016773E0,-3.299921751E-2
6.582585879E1,4.974445105E-1,-3.376402378E0,6.218671799E-2
6.583385321E1,2.078990340E-1,-3.483779907E0,1.957166195E-1
6.584184994E1,9.108400345E-2,-3.586750507E0,4.531809688E-1
6.584984474E1,-4.798489809E-2,-3.558559895E0,5.842944980E-1
6.585784162E1,-3.269541264E-2,-3.595628738E0,6.049877405E-1
6.586583674E1,1.611738801E-1,-3.537456036E0,4.099105895E-1
6.587386293E1,2.596880794E-1,-3.338267803E0,-3.139078617E-4
6.588185835E1,2.682520747E-1,-3.122293949E0,-4.378969073E-1
6.588985323E1,3.001227975E-1,-2.937190533E0,-7.419891357E-1
6.589784950E1,3.224207163E-1,-2.766105175E0,-9.989742041E-1
6.590584469E1,2.772030830E-1,-2.633051872E0,-1.028242469E0
6.591384041E1,3.412393928E-1,-2.411237240E0,-8.923971653E-1
6.592183637E1,4.450202286E-1,-2.186937809E0,-5.516752601E-1
6.592986295E1,6.611649394E-1,-1.878761768E0,-8.729308844E-2
6.593785829E1,9.316105843E-1,-1.481825829E0,6.822305918E-2
6.594585402E1,1.015524745E0,-1.065497398E0,-4.709497094E-3
6.595384982E1,9.559373260E-1,-6.417150497E-1,-2.339823544E-1
6.596184517E1,8.282201886E-1,-1.339445114E-1,-3.372042477E-1
6.596984028E1,6.869457364E-1,3.045473099E-1,-2.418681383E-1
6.597783601E1,5.196025372E-1,7.694702148E-1,-3.159809113E-2
6.598586220E1,3.446776867E-1,1.294269562E0,2.349777520E-2
6.599385824E1,2.127684355E-1,1.658468246E0,-3.500699997E-3
6.600185458E1,1.541119218E-1,2.065507889E0,-2.515722811E-2
6.600984977E1,3.368418813E-1,2.338292122E0,-2.297930419E-2
6.601784519E1,5.056257248E-1,2.678266525E0,-1.653611660E-3
6.602584030E1,5.438238978E-1,3.011289597E0,1.733820438E-1
6.603383657E1,6.209634542E-1,3.222382545E0,3.219710290E-1
6.604186307E1,6.568405628E-1,3.366471291E0,3.694043756E-1
6.604985848E1,6.706705093E-1,3.448317528E0,3.074304760E-1
6.605785391E1,6.026985645E-1,3.518209457E0,1.215273738E-1
6.606584933E1,6.378089190E-1,3.458914757E0,-1.009124368E-1
6.607384482E1,6.617519855E-1,3.500417709E0,-2.181804031E-1
6.608184109E1,7.599112988E-1,3.535195351E0,-2.674210966E-1
6.608983720E1,8.707754612E-1,3.580072403E0,-2.070183605E-1
6.609786270E1,9.521367550E-1,3.620800018E0,8.574962616E-3
6.610585843E1,9.418772459E-1,3.621539116E0,2.161527276E-1
6.611385423E1,9.126290679E-1,3.596529007E0,3.851373792E-1
6.612184966E1,7.584999800E-1,3.658319473E0,6.252075434E-1
6.612984538E1,7.343314290E-1,3.512365341E0,9.121891260E-1
6.613784080E1,7.800710797E-1,3.220812798E0,1.281466007E0
6.614583645E1,9.100356102E-1,2.764360428E0,1.649061441E0
6.615386272E1,1.047948718E0,2.363117218E0,1.830457926E0
6.616185937E1,1.131631255E0,1.815699577E0,1.761388421E0
6.616985472E1,1.007679939E0,1.426002502E0,1.514498711E0
6.617784952E1,7.897962332E-1,1.023983955E0,1.179172516E0
6.618584494E1,5.526755452E-1,5.927562714E-1,8.306067586E-1
6.619384129E1,4.221957326E-1,1.706008911E-1,6.589660048E-1
6.620183670E1,3.277338147E-1,-3.120937347E-1,5.350666046E-1
6.620986320E1,3.810615540E-1,-7.095079422E-1,4.887123108E-1
6.621785839E1,6.619813442E-1,-1.134247780E0,5.260182619E-1
6.622585435E1,1.068328023E0,-1.454653740E0,4.348100424E-1
6.623384954E1,1.317700863E0,-1.668065071E0,2.749655247E-1
6.624184612E1,1.566687584E0,-1.903568268E0,-4.655718803E-3
6.624984069E1,1.717376351E0,-2.155880928E0,-3.099707365E-1
6.625783611E1,1.540462971E0,-2.352707863E0,-6.015104651E-1
6.626586292E1,1.051002741E0,-2.546626568E0,-7.645254135E-1
6.627385887E1,6.123119593E-1,-2.740490437E0,-7.165647745E-1
6.628185430E1,2.449834347E-1,-2.913523197E0,-4.255015850E-1
6.628985002E1,8.448660374E-2,-3.013874054E0,-1.576414704E-1
6.629784552E1,9.497225285E-2,-3.063290119E0,-3.820478916E-3
6.630584056E1,4.363250732E-2,-3.035721302E0,-2.263444066E-1
6.631383690E1,-1.046943665E-2,-2.976099491E0,-6.405956745E-1
6.632186378E1,8.311510086E-3,-2.742452621E0,-1.040189981E0
6.632985913E1,1.019840240E-1,-2.434656620E0,-1.297736883E0
6.633785393E1,2.502964139E-1,-2.310738564E0,-1.505933046E0
6.634584966E1,3.519777060E-1,-2.226773262E0,-1.683416009E0
6.635384546E1,4.654991031E-1,-2.204180717E0,-1.731245756E0
6.636184119E1,5.750695467E-1,-2.197416782E0,-1.681474209E0
6.636986761E1,5.183767676E-1,-2.132255077E0,-1.461142302E0
6.637786342E1,4.668240845E-1,-2.107132435E0,-1.159363508E0
6.638585815E1,4.490843713E-1,-2.043179035E0,-7.962340117E-1
6.639385449E1,4.142253101E-1,-1.952604294E0,-4.835112393E-1
6.640184937E1,3.715088367E-1,-1.778128624E0,-2.347211838E-1
6.640984502E1,2.729335725E-1,-1.443228722E0,-1.933048964E-1
6.641784137E1,2.352627218E-1,-1.074811935E0,-3.728121519E-1
6.642586763E1,2.223512828E-1,-5.937824249E-1,-8.652379513E-1
6.643386267E1,1.530350447E-1,-1.412086487E-1,-1.296087980E0
6.644185840E1,1.180920005E-1,3.691835403E-1,-1.674053192E0
6.644985389E1,-2.834475040E-2,9.182777405E-1,-1.935690999E0
6.645784870E1,-6.413048506E-2,1.304831505E0,-2.026526928E0
6.646584558E1,-1.408987045E-1,1.705724716E0,-2.036269665E0
6.647384131E1,-1.371679902E-1,2.004162788E0,-1.921707511E0
6.648186719E1,-1.522508264E-1,2.420046806E0,-1.700907350E0
6.648986269E1,-3.938075304E-1,2.855200768E0,-1.798924088E0
6.649785896E1,-8.008545041E-1,3.347823143E0,-1.807015538E0
6.650585438E1,-1.136117935E0,3.924117088E0,-1.798862100E0
6.651384926E1,-1.277914524E0,4.308738708E0,-1.424639940E0
6.652182424E1,-1.165442944E0,4.520931244E0,-1.060773969E0
6.652981958E1,-9.410772920E-1,4.644577980E0,-7.333598733E-1
6.653784607E1,-7.054390311E-1,4.509702682E0,-3.841624260E-1
6.654584095E1,-2.691472471E-1,4.018155098E0,4.369769245E-2
6.655383698E1,8.163633943E-2,3.421348572E0,2.419102341E-1
6.656183208E1,3.364685476E-1,2.879720688E0,2.217401415E-1
6.656982773E1,1.970253885E-1,2.489069939E0,-4.180501401E-2
6.657782376E1,-1.196691394E-2,2.251788139E0,-2.939502299E-1
6.658581925E1,-2.786897123E-1,1.997941017E0,-4.782441258E-1
6.659384597E1,-4.795810878E-1,1.801753998E0,-2.397083342E-1
6.660184177E1,-6.397281885E-1,1.648783684E0,3.839648366E-1
6.660983687E1,-8.558460474E-1,1.402410507E0,8.926736116E-1
6.661783198E1,-1.048486352E0,1.213254929E0,1.223900557E0
6.662582793E1,-1.111868501E0,8.656864166E-1,1.338860273E0
6.663382342E1,-1.063395739E0,4.649686813E-1,1.364255905E0
6.664181976E1,-8.470661044E-1,4.953289032E-2,1.310392857E0
6.664984471E1,-4.619860649E-1,-4.930944443E-1,1.092917442E0
6.665784128E1,-5.912008882E-2,-9.807252884E-1,7.213456035E-1
6.666583700E1,3.072768748E-1,-1.415520668E0,1.588905752E-1
6.667383249E1,5.983141661E-1,-1.787781715E0,-3.582043648E-1
6.668182782E1,7.191269398E-1,-2.028038979E0,-8.799883723E-1
6.668982324E1,6.988528371E-1,-2.251227379E0,-1.410555363E0
6.669781958E1,7.416865230E-1,-2.440619946E0,-1.673958540E0
6.670584553E1,7.555310726E-1,-2.682463646E0,-1.786744952E0
6.671384094E1,6.524070501E-1,-2.952873230E0,-1.622470975E0
6.672183658E1,5.454779267E-1,-3.156129360E0,-1.364641190E0
6.672983200E1,3.722077608E-1,-3.368840694E0,-1.142698884E0
6.673782772E1,9.954524785E-2,-3.471301079E0,-9.448047876E-1
6.674582321E1,-1.717377901E-1,-3.540153027E0,-7.318348289E-1
6.675381893E1,-2.701585889E-1,-3.501167774E0,-4.709726572E-1
6.676184473E1,-3.761100471E-1,-3.407015800E0,-4.313543737E-1
6.676984107E1,-4.204140306E-1,-3.245710850E0,-4.883843958E-1
6.677783617E1,-4.918631911E-1,-2.993319035E0,-6.746177673E-1
6.678583197E1,-4.638148248E-1,-2.728882313E0,-9.513286352E-1
6.679382823E1,-1.846213937E-1,-2.430909157E0,-1.250446081E0
6.680182372E1,-2.095541358E-2,-2.197587490E0,-1.467776537E0
6.680981852E1,1.119789481E-2,-1.988282681E0,-1.503468633E0
6.681784501E1,1.839256585E-1,-1.917974472E0,-1.167273283E0
6.682584135E1,3.683553040E-1,-1.830946922E0,-4.067734480E-1
6.683383699E1,4.298595190E-1,-1.705513954E0,4.839625359E-1
6.684183217E1,5.009649396E-1,-1.563145638E0,1.040392280E0
6.684982782E1,7.415826321E-1,-1.293668747E0,1.265004158E0
6.685782323E1,1.001677513E0,-9.760322571E-1,9.947329164E-1
6.686581903E1,1.014744520E0,-4.449672699E-1,2.198988795E-1
6.687384544E1,8.697467446E-1,2.372159958E-1,-6.944026351E-1
6.688184155E1,7.154454589E-1,7.280578613E-1,-1.424666882E0
6.688983696E1,2.444204390E-1,1.317112923E0,-2.020919561E0
6.689783268E1,-1.159160137E-1,1.774247169E0,-2.076429129E0
6.690582802E1,-4.707267284E-1,2.254949570E0,-1.541110754E0
6.691382374E1,-6.922092438E-1,2.632261276E0,-4.539425969E-1
6.692181885E1,-5.769577026E-1,2.973183632E0,5.507768989E-1
6.692984511E1,-1.301757097E-1,3.277747154E0,1.373759151E0
6.693784021E1,2.087777853E-1,3.507675171E0,1.518776655E0
6.694583616E1,6.298898458E-1,3.667928696E0,1.187206030E0
6.695383258E1,1.101297379E0,3.842410088E0,6.408978701E-1
6.696182730E1,1.406684160E0,4.021901131E0,1.799965203E-1
6.696982310E1,1.603393912E0,4.132441521E0,6.135959923E-2
6.697781944E1,1.752778530E0,4.171895027E0,3.512578905E-1
6.698584531E1,1.971587539E0,3.989489555E0,8.074772358E-1
6.699384065E1,2.164147615E0,3.693081856E0,1.419550061E0
6.700183668E1,2.219509125E0,3.459780693E0,1.897114277E0
6.700983278E1,2.106039047E0,3.184154510E0,2.271718025E0
6.701782781E1,1.961227655E0,2.877996445E0,2.494732380E0
6.702582299E1,1.871995091E0,2.476464272E0,2.671966553E0
6.703381964E1,1.743845701E0,2.000857353E0,2.994302273E0
6.704184574E1,1.728646278E0,1.486701012E0,3.110162735E0
6.704984123E1,1.748528719E0,7.611446381E-1,3.108940363E0
6.705783726E1,1.719344378E0,1.756763458E-1,2.906026602E0
6.706583168E1,1.653736115E0,-2.913722992E-1,2.547663689E0
6.707382747E1,1.336276531E0,-6.040620804E-1,1.910674095E0
6.708182250E1,9.567608237E-1,-7.647953033E-1,1.303783655E0
6.708981853E1,7.053862810E-1,-1.000905037E0,5.226538181E-1
6.709784510E1,5.255559683E-1,-1.171187401E0,-9.976679087E-2
6.710584074E1,3.881987333E-1,-1.201244354E0,-4.893378019E-1
6.711383585E1,4.212367535E-1,-1.224930763E0,-7.306821942E-1
6.712183157E1,3.809458613E-1,-1.213179588E0,-9.909768105E-1
6.712982675E1,4.371515810E-1,-1.325961113E0,-1.240404606E0
6.713782332E1,5.615524054E-1,-1.541546822E0,-1.437951326E0
6.714581851E1,9.907513857E-1,-1.816613674E0,-1.369161844E0
6.715384469E1,1.478859544E0,-2.098248959E0,-1.335824847E0
6.716184041E1,1.720375061E0,-2.350330353E0,-1.352380753E0
6.716983605E1,1.754229307E0,-2.606357574E0,-1.429173589E0
6.717783208E1,1.756096601E0,-2.890253544E0,-1.485195994E0
6.718582750E1,1.574706674E0,-3.063236713E0,-1.515361309E0
6.719382299E1,1.105309963E0,-3.111092091E0,-1.428754449E0
6.720181932E1,6.969162226E-1,-3.089137077E0,-1.270285368E0
6.720984458E1,3.902428746E-1,-3.011978149E0,-9.666659832E-1
6.721784084E1,5.197376013E-2,-2.867900848E0,-6.679179668E-1
6.722583564E1,-1.877148151E-1,-2.712200642E0,-4.933996201E-1
6.723383167E1,-5.019619465E-1,-2.470752239E0,-5.447703004E-1
6.724182747E1,-6.671189070E-1,-2.289658070E0,-6.695166826E-1
6.724982257E1,-6.661314368E-1,-2.089776993E0,-9.534913898E-1
6.725781883E1,-6.924614906E-1,-1.839877605E0,-1.237604141E0
6.726584532E1,-7.155347466E-1,-1.544703484E0,-1.291644335E0
6.727384074E1,-5.917738080E-1,-1.302392006E0,-1.171487689E0
6.728183646E1,-4.832587838E-1,-9.812297821E-1,-1.040586352E0
6.728983249E1,-3.893228769E-1,-6.841154099E-1,-9.548475146E-1
6.729782736E1,-1.570671797E-1,-2.099208832E-1,-9.474258423E-1
6.730582278E1,4.594832659E-2,3.338375092E-1,-9.564894438E-1
6.731381819E1,3.010463417E-1,8.946771622E-1,-1.140578151E0
6.732184522E1,4.662105739E-1,1.482440948E0,-1.421779394E0
6.732984009E1,4.850692749E-1,1.905687332E0,-1.678866744E0
6.733783612E1,3.581551313E-1,2.353734016E0,-1.937077403E0
6.734583146E1,2.809627056E-1,2.660713196E0,-2.118115664E0
6.735382687E1,2.931873202E-1,3.046975136E0,-2.262822866E0
6.736182290E1,5.378407240E-2,3.419188499E0,-2.650374889E0
6.736985001E1,-3.347477317E-1,3.777174950E0,-2.966169357E0
6.737784450E1,-5.361037850E-1,4.276362419E0,-3.188500404E0
6.738583991E1,-6.780934930E-1,4.650941849E0,-3.159958124E0
6.739383594E1,-8.161912560E-1,4.965590477E0,-2.641424656E0
6.740183105E1,-5.673778653E-1,4.830185890E0,-1.952361703E0
6.740982800E1,-2.519308329E-1,4.484386444E0,-1.422763109E0
6.741782341E1,5.312335491E-2,3.933071136E0,-1.027836204E0
6.742584959E1,9.026032686E-2,3.422787666E0,-7.014502287E-1
6.743384447E1,-5.548667908E-2,2.996555328E0,-4.209808409E-1
6.744184165E1,-1.846565008E-1,2.615911484E0,-2.761398256E-2
6.744983584E1,-3.435986638E-1,2.386075020E0,2.410445660E-1
6.745783248E1,-5.380448103E-1,2.179979324E0,7.554489374E-1
6.746582728E1,-7.858280540E-1,2.030896187E0,1.145305157E0
6.747382338E1,-1.087751389E0,1.802152634E0,1.442986965E0
6.748184980E1,-1.277947187E0,1.507843971E0,1.575308681E0
6.748984437E1,-1.213578105E0,1.255599022E0,1.673649907E0
6.749784093E1,-8.436957598E-1,9.185857773E-1,1.810004354E0
6.750583542E1,-5.362669826E-1,6.479883194E-1,1.734405041E0
6.751383153E1,-1.334927678E-1,2.740936279E-1,1.605869889E0
6.752182717E1,2.738481164E-1,-1.524896622E-1,1.443251252E0
6.752982266E1,6.834928393E-1,-6.482353210E-1,1.418516517E0
6.753784854E1,1.173752427E0,-1.303992271E0,1.337003231E0
6.754584449E1,1.485399127E0,-1.880188465E0,1.287097931E0
6.755384090E1,1.786519885E0,-2.424705029E0,1.146291971E0
6.756183570E1,1.940098882E0,-2.901586056E0,9.567407966E-1
6.756983227E1,1.854876280E0,-3.188600540E0,7.166016698E-1
6.757782714E1,1.583837748E0,-3.491561413E0,3.981932700E-1
6.758582279E1,1.262194514E0,-3.690929413E0,1.604600251E-1
6.759384836E1,9.925564528E-1,-3.956863403E0,1.757482067E-2
6.760184438E1,6.179332733E-1,-4.107492447E0,6.296002120E-2
6.760983957E1,3.469441533E-1,-4.248318195E0,7.254325598E-2
6.761783560E1,1.345694065E-2,-4.278858662E0,-7.747662067E-2
6.762583132E1,-2.224639654E-1,-4.333444118E0,-2.867354453E-1
6.763382735E1,-3.884052634E-1,-4.287734509E0,-2.719201744E-1
6.764182268E1,-3.942402601E-1,-4.204108715E0,-3.230634928E-1
6.764984887E1,-4.644263387E-1,-4.104088306E0,-2.913666368E-1
6.765784436E1,-4.200921655E-1,-3.961440086E0,-3.229366541E-1
6.766583977E1,-1.387488246E-1,-3.843193531E0,-4.804016352E-1
6.767383511E1,5.812209845E-2,-3.742016315E0,-6.974088550E-1
6.768183152E1,3.394152522E-1,-3.554879189E0,-9.519652128E-1
6.768982601E1,4.989844561E-1,-3.334286690E0,-1.080510974E0
6.769782196E1,8.926662207E-1,-3.034642220E0,-1.067750216E0
6.770584815E1,1.099897265E0,-2.638853073E0,-9.807658195E-1
6.771384448E1,1.031852961E0,-2.221091270E0,-9.179168344E-1
6.772184051E1,6.301177144E-1,-1.676079750E0,-8.263707161E-1
6.772983600E1,2.824675441E-1,-1.104846954E0,-4.949147105E-1
6.773783080E1,-2.055168152E-4,-3.305511475E-1,5.290390551E-2
6.774582714E1,-1.910146475E-1,5.365219116E-1,4.362830520E-1
6.775382286E1,-2.841607332E-1,1.223517418E0,5.264549255E-1
6.776184927E1,-2.028055191E-1,2.017740250E0,4.538765848E-1
6.776984446E1,1.690644622E-1,2.598468781E0,3.822650313E-1
6.777783987E1,6.153213382E-1,3.140675545E0,9.068214148E-2
6.778583582E1,9.135035276E-1,3.658990860E0,1.213409007E-2
6.779383224E1,1.097235918E0,4.112985611E0,1.158843860E-1
6.780182703E1,1.431989789E0,4.435606956E0,3.285942376E-1
6.780982245E1,1.597954512E0,4.655711174E0,3.941091895E-1
6.781784886E1,1.821022987E0,4.945769310E0,4.115384817E-1
6.782584458E1,1.858834505E0,5.203032494E0,2.639695108E-1
6.783383969E1,1.929139376E0,5.350883484E0,9.240701795E-3
6.784183541E1,1.973344803E0,5.446962357E0,-4.111965299E-1
6.784983121E1,1.915107727E0,5.472226143E0,-7.956424356E-1
6.785782754E1,1.769879818E0,5.390728951E0,-1.134006977E0
6.786582350E1,1.421659112E0,5.315014839E0,-1.217360973E0
6.787384876E1,1.111177206E0,5.172951698E0,-9.690344334E-1
6.788184486E1,8.581719995E-1,4.847071648E0,-3.501555026E-1
6.788984089E1,6.081434488E-1,4.401729584E0,3.434077799E-1
6.789783600E1,3.475252390E-1,3.850914001E0,1.055797935E0
6.790583172E1,2.700978518E-1,3.115031242E0,1.493628263E0
6.791382682E1,3.301278353E-1,2.423688889E0,1.687097430E0
6.792182339E1,3.359344006E-1,1.752801895E0,1.705480576E0
6.792984842E1,4.260895252E-1,1.111810684E0,1.675581217E0
6.793784406E1,5.778820515E-1,6.661300659E-1,1.612274528E0
6.794584071E1,7.746503949E-1,8.532047272E-2,1.405683994E0
6.795383528E1,8.673830032E-1,-3.286495209E-1,1.277692437E0
6.796183123E1,9.168983102E-1,-7.120552063E-1,1.088400841E0
6.796982756E1,9.619714022E-1,-1.088750839E0,9.451742172E-1
6.797782244E1,8.982514739E-1,-1.307706833E0,8.688718677E-1
6.798584893E1,8.458167315E-1,-1.565449715E0,8.600812554E-1
6.799384434E1,7.849433422E-1,-1.832368374E0,8.233002424E-1
6.800183976E1,8.190821409E-1,-2.280756950E0,7.268441916E-1
6.800983579E1,8.000123501E-1,-2.728280544E0,5.012023449E-1
6.801783182E1,7.406710982E-1,-3.005665779E0,2.856488228E-1
6.802582784E1,6.324892044E-1,-3.316562653E0,1.249123216E-1
6.803382264E1,5.644626021E-1,-3.495896339E0,4.247725010E-3
6.804184944E1,4.309411645E-1,-3.649044991E0,-8.587560058E-2
6.804984478E1,3.009778261E-1,-3.749716282E0,-3.152963817E-1
6.805784058E1,1.860326529E-1,-3.730883598E0,-5.509586334E-1
6.806583530E1,8.796811104E-2,-3.709877014E0,-6.814566851E-1
6.807383109E1,1.502647400E-1,-3.710630894E0,-9.421762228E-1
6.808182651E1,2.306374311E-1,-3.692243576E0,-1.235269547E0
6.808982246E1,2.441806793E-1,-3.616201878E0,-1.624239087E0
6.809784926E1,3.187095523E-1,-3.424883366E0,-1.914942741E0
6.810584475E1,3.858546019E-1,-3.242621422E0,-2.145344257E0
6.811383955E1,3.340287805E-1,-3.076478481E0,-2.134499788E0
6.812183558E1,1.885585785E-1,-2.866738796E0,-1.743667364E0
6.812983153E1,3.154647350E-2,-2.678317070E0,-1.178741574E0
6.813782725E1,-9.412884712E-3,-2.583379269E0,-6.672060490E-1
6.814582212E1,-3.313338757E-2,-2.309170723E0,-2.680208087E-1
6.815384884E1,1.959466934E-2,-2.119197369E0,-1.203454584E-1
6.816184372E1,1.703491211E-1,-1.850665092E0,-8.480478823E-2
6.816984006E1,4.269109964E-1,-1.426895142E0,-3.155484796E-2
6.817783509E1,6.021857858E-1,-1.017600060E0,-2.028811276E-1
6.818583081E1,6.743211150E-1,-5.195827484E-1,-6.513187289E-1
6.819382622E1,5.389932990E-1,-2.600765228E-2,-1.097248197E0
6.820182263E1,3.488177061E-1,5.708866119E-1,-1.426782966E0
6.820984882E1,3.581136465E-1,1.058103561E0,-1.569911242E0
6.821784354E1,2.889238000E-1,1.411603928E0,-1.696685314E0
6.822583988E1,1.072248220E-1,1.973625183E0,-1.844424367E0
